adduser	3.137ubuntu1
ros-jazzy-console-bridge-vendor	1.7.2-1noble.20260603.150411
ros-jazzy-control-msgs	5.9.0-1noble.20260615.113124
ros-jazzy-control-toolbox	4.11.0-1noble.20260615.165744
ros-jazzy-controller-interface	4.45.2-1noble.20260615.164054
ros-jazzy-costmap-queue	1.3.12-1noble.20260615.160647
ros-jazzy-cv-bridge	4.1.0-1noble.20260615.144656
ros-jazzy-diagnostic-msgs	5.3.8-1noble.20260615.111600
ros-jazzy-diagnostic-updater	4.2.7-1noble.20260615.135857
ros-jazzy-diff-drive-controller	4.40.1-1noble.20260615.170354
ros-jazzy-domain-coordinator	0.12.1-1noble.20260603.150342
ros-jazzy-dwb-core	1.3.12-1noble.20260615.165550
ros-jazzy-dwb-critics	1.3.12-1noble.20260615.180327
ros-jazzy-dwb-msgs	1.3.12-1noble.20260615.112621
ros-jazzy-dwb-plugins	1.3.12-1noble.20260615.170617
ros-jazzy-dynamixel-sdk	4.0.3-1noble.20260225.231459
ros-jazzy-eigen3-cmake-module	0.3.1-1noble.20260603.150413
ros-jazzy-fastcdr	2.2.7-1noble.20260225.051855
ros-jazzy-fastrtps	2.14.6-1noble.20260303.233638
ros-jazzy-fastrtps-cmake-module	3.6.4-1noble.20260603.150331
ros-jazzy-filters	2.2.2-1noble.20260615.161153
ros-jazzy-foonathan-memory-vendor	1.3.1-3noble.20260225.055155
ros-jazzy-foxglove-bridge	3.4.1-1noble.20260615.172953
ros-jazzy-generate-parameter-library	0.7.3-1noble.20260615.164514
ros-jazzy-generate-parameter-library-py	0.7.3-1noble.20260507.105821
ros-jazzy-geographic-msgs	1.0.6-2noble.20260615.111621
ros-jazzy-geometry-msgs	5.3.8-1noble.20260615.110340
ros-jazzy-geometry2	0.36.21-1noble.20260615.153752
ros-jazzy-gmock-vendor	1.14.9000-2noble.20260225.143751
ros-jazzy-gps-msgs	2.1.2-1noble.20260615.110354
ros-jazzy-gtest-vendor	1.14.9000-2noble.20260225.055309
ros-jazzy-gz-cmake-vendor	0.0.11-1noble.20260225.223100
ros-jazzy-gz-common-vendor	0.0.9-1noble.20260422.124815
ros-jazzy-gz-dartsim-vendor	0.0.3-1noble.20260225.232143
ros-jazzy-gz-fuel-tools-vendor	0.0.6-1noble.20260423.081524
ros-jazzy-gz-gui-vendor	0.0.5-1noble.20260425.071107
ros-jazzy-gz-math-vendor	0.0.9-1noble.20260422.120700
ros-jazzy-gz-msgs-vendor	0.0.6-1noble.20260423.060450
ros-jazzy-gz-ogre-next-vendor	0.0.5-1noble.20260225.232146
ros-jazzy-gz-physics-vendor	0.0.7-1noble.20260604.105412
ros-jazzy-gz-plugin-vendor	0.0.5-1noble.20260226.000520
ros-jazzy-gz-rendering-vendor	0.0.7-1noble.20260425.063708
ros-jazzy-gz-sensors-vendor	0.0.6-1noble.20260604.105419
ros-jazzy-gz-sim-vendor	0.0.10-1noble.20260604.111001
ros-jazzy-gz-tools-vendor	0.0.7-1noble.20260225.231255
ros-jazzy-gz-transport-vendor	0.0.7-1noble.20260423.081526
ros-jazzy-gz-utils-vendor	0.0.5-1noble.20260225.231257
ros-jazzy-hardware-interface	4.45.2-1noble.20260615.155429
ros-jazzy-hls-lfcd-lds-driver	2.1.1-1noble.20260615.144740
ros-jazzy-image-transport	5.1.8-1noble.20260615.144252
ros-jazzy-image-transport-plugins	4.0.7-1noble.20260615.174426
ros-jazzy-interactive-markers	2.5.5-1noble.20260615.152342
ros-jazzy-joint-limits	4.45.2-1noble.20260615.154906
ros-jazzy-joint-state-broadcaster	4.40.1-1noble.20260615.171040
ros-jazzy-joint-state-publisher	2.4.1-1noble.20260615.140100
ros-jazzy-kdl-parser	2.11.0-3noble.20260604.104357
ros-jazzy-keyboard-handler	0.3.2-1noble.20260225.235108
ros-jazzy-laser-geometry	2.7.2-1noble.20260615.144235
ros-jazzy-launch	3.4.11-1noble.20260603.150356
ros-jazzy-launch-ros	0.26.12-1noble.20260615.134004
ros-jazzy-launch-testing	3.4.11-1noble.20260603.150907
ros-jazzy-launch-testing-ament-cmake	3.4.11-1noble.20260603.151149
ros-jazzy-launch-testing-ros	0.26.12-1noble.20260615.145416
ros-jazzy-launch-xml	3.4.11-1noble.20260603.150705
ros-jazzy-launch-yaml	3.4.11-1noble.20260603.150711
ros-jazzy-libcurl-vendor	3.4.4-1noble.20260225.235243
ros-jazzy-liblz4-vendor	0.26.11-1noble.20260603.150356
ros-jazzy-libstatistics-collector	1.7.4-1noble.20260615.132833
ros-jazzy-libyaml-vendor	1.6.4-2noble.20260603.150356
ros-jazzy-lifecycle-msgs	2.0.4-1noble.20260615.102420
ros-jazzy-map-msgs	2.4.1-2noble.20260615.113621
ros-jazzy-marine-acoustic-msgs	2.1.0-2noble.20260615.112002
ros-jazzy-mcap-vendor	0.26.11-1noble.20260603.151024
ros-jazzy-message-filters	4.11.17-1noble.20260615.140122
ros-jazzy-nav-2d-msgs	1.3.12-1noble.20260615.112024
ros-jazzy-nav-2d-utils	1.3.12-1noble.20260615.153147
ros-jazzy-nav-msgs	5.3.8-1noble.20260615.112021
ros-jazzy-nav2-amcl	1.3.12-1noble.20260615.153115
ros-jazzy-nav2-behavior-tree	1.3.12-1noble.20260615.162300
ros-jazzy-nav2-behaviors	1.3.12-1noble.20260615.170333
ros-jazzy-nav2-bringup	1.3.12-1noble.20260616.082701
ros-jazzy-nav2-bt-navigator	1.3.12-1noble.20260615.165211
ros-jazzy-nav2-collision-monitor	1.3.12-1noble.20260615.160103
ros-jazzy-nav2-common	1.3.12-1noble.20260615.145421
ros-jazzy-nav2-constrained-smoother	1.3.12-1noble.20260615.172212
ros-jazzy-nav2-controller	1.3.12-1noble.20260615.165600
ros-jazzy-nav2-core	1.3.12-1noble.20260615.164834
ros-jazzy-nav2-costmap-2d	1.3.12-1noble.20260615.154707
ros-jazzy-nav2-dwb-controller	1.3.12-1noble.20260615.181312
ros-jazzy-nav2-graceful-controller	1.3.12-1noble.20260615.170042
ros-jazzy-nav2-lifecycle-manager	1.3.12-1noble.20260615.152740
ros-jazzy-nav2-map-server	1.3.12-1noble.20260615.153120
ros-jazzy-nav2-minimal-tb3-sim	1.0.1-1noble.20260616.074421
ros-jazzy-nav2-minimal-tb4-description	1.0.1-1noble.20260615.164333
ros-jazzy-nav2-minimal-tb4-sim	1.0.1-1noble.20260615.175354
ros-jazzy-nav2-mppi-controller	1.3.12-1noble.20260615.165555
ros-jazzy-nav2-msgs	1.3.12-1noble.20260615.145957
ros-jazzy-nav2-navfn-planner	1.3.12-1noble.20260615.170058
ros-jazzy-nav2-planner	1.3.12-1noble.20260615.170058
ros-jazzy-nav2-regulated-pure-pursuit-controller	1.3.12-1noble.20260615.170110
ros-jazzy-nav2-rotation-shim-controller	1.3.12-1noble.20260615.170216
ros-jazzy-nav2-route	1.3.12-1noble.20260615.165604
ros-jazzy-nav2-rviz-plugins	1.3.12-1noble.20260615.171114
ros-jazzy-nav2-simple-commander	1.3.12-1noble.20260615.151451
ros-jazzy-nav2-smac-planner	1.3.12-1noble.20260615.170444
ros-jazzy-nav2-smoother	1.3.12-1noble.20260615.165713
ros-jazzy-nav2-theta-star-planner	1.3.12-1noble.20260615.172312
ros-jazzy-nav2-util	1.3.12-1noble.20260615.152147
ros-jazzy-nav2-velocity-smoother	1.3.12-1noble.20260615.153210
ros-jazzy-nav2-voxel-grid	1.3.12-1noble.20260615.154410
ros-jazzy-nav2-waypoint-follower	1.3.12-1noble.20260615.170606
ros-jazzy-navigation2	1.3.12-1noble.20260615.181551
ros-jazzy-ompl	1.7.0-2noble.20260225.055751
ros-jazzy-opennav-docking	1.3.12-1noble.20260615.170534
ros-jazzy-opennav-docking-bt	1.3.12-1noble.20260615.170208
ros-jazzy-opennav-docking-core	1.3.12-1noble.20260615.154201
ros-jazzy-orocos-kdl-vendor	0.5.2-1noble.20260603.150813
ros-jazzy-osrf-pycommon	2.1.7-1noble.20260225.055811
ros-jazzy-pal-statistics	2.7.0-1noble.20260615.144746
ros-jazzy-pal-statistics-msgs	2.7.0-1noble.20260615.114217
ros-jazzy-parameter-traits	0.7.3-1noble.20260615.164126
ros-jazzy-pcl-conversions	2.6.4-1noble.20260615.140415
ros-jazzy-pcl-msgs	1.0.0-9noble.20260615.113735
ros-jazzy-pluginlib	5.4.5-1noble.20260604.025205
ros-jazzy-point-cloud-transport	4.0.8-1noble.20260615.144257
ros-jazzy-pybind11-vendor	3.1.3-1noble.20260226.000033
ros-jazzy-python-cmake-module	0.11.1-2noble.20260226.000327
ros-jazzy-python-orocos-kdl-vendor	0.5.2-1noble.20260603.151028
ros-jazzy-python-qt-binding	2.2.2-1noble.20260226.000339
ros-jazzy-qt-gui	2.7.6-1noble.20260519.011141
ros-jazzy-qt-gui-cpp	2.7.6-1noble.20260604.104244
ros-jazzy-qt-gui-py-common	2.7.6-1noble.20260519.011126
ros-jazzy-rcl	9.2.11-1noble.20260615.132422
ros-jazzy-rcl-action	9.2.11-1noble.20260615.132842
ros-jazzy-rcl-interfaces	2.0.4-1noble.20260615.102556
ros-jazzy-rcl-lifecycle	9.2.11-1noble.20260615.132825
ros-jazzy-rcl-logging-interface	3.1.1-1noble.20260603.152452
ros-jazzy-rcl-logging-spdlog	3.1.1-1noble.20260604.025148
ros-jazzy-rcl-yaml-param-parser	9.2.11-1noble.20260612.050432
ros-jazzy-rclcpp	28.1.21-1noble.20260615.133124
ros-jazzy-rclcpp-action	28.1.21-1noble.20260615.145316
ros-jazzy-rclcpp-components	28.1.21-1noble.20260615.140757
ros-jazzy-rclcpp-lifecycle	28.1.21-1noble.20260615.134238
ros-jazzy-rclpy	7.1.11-1noble.20260615.133206
ros-jazzy-rcpputils	2.11.4-1noble.20260603.152446
ros-jazzy-rcutils	6.7.6-1noble.20260603.152220
ros-jazzy-realtime-tools	3.11.0-1noble.20260615.154205
ros-jazzy-resource-retriever	3.4.4-1noble.20260603.152233
ros-jazzy-rmw	7.3.3-1noble.20260612.050218
ros-jazzy-rmw-dds-common	3.1.1-1noble.20260615.102804
ros-jazzy-rmw-fastrtps-cpp	8.4.4-1noble.20260615.124621
ros-jazzy-rmw-fastrtps-shared-cpp	8.4.4-1noble.20260615.124045
ros-jazzy-rmw-implementation	2.15.6-1noble.20260615.132010
ros-jazzy-rmw-implementation-cmake	7.3.3-1noble.20260225.225156
ros-jazzy-robot-localization	3.8.3-1noble.20260615.152020
ros-jazzy-robot-state-publisher	3.3.4-1noble.20260615.150609
ros-jazzy-ros-base	0.11.0-1noble.20260616.084325
ros-jazzy-ros-core	0.11.0-1noble.20260615.174419
ros-jazzy-ros-environment	4.2.1-1noble.20260225.043405
ros-jazzy-ros-gz	1.0.22-1noble.20260616.074726
ros-jazzy-ros-gz-bridge	1.0.22-1noble.20260615.142443
ros-jazzy-ros-gz-image	1.0.22-1noble.20260615.145009
ros-jazzy-ros-gz-interfaces	1.0.22-1noble.20260615.112415
ros-jazzy-ros-gz-sim	1.0.22-1noble.20260615.173223
ros-jazzy-ros-gz-sim-demos	1.0.22-1noble.20260615.175319
ros-jazzy-ros-workspace	1.0.3-7noble.20260224.191628
ros-jazzy-ros2action	0.32.10-1noble.20260615.154029
ros-jazzy-ros2bag	0.26.11-1noble.20260616.083858
ros-jazzy-ros2cli	0.32.10-1noble.20260615.145444
ros-jazzy-ros2cli-common-extensions	0.3.1-1noble.20260615.174322
ros-jazzy-ros2component	0.32.10-1noble.20260615.173216
ros-jazzy-ros2doctor	0.32.10-1noble.20260615.150145
ros-jazzy-ros2interface	0.32.10-1noble.20260615.145551
ros-jazzy-ros2launch	0.26.12-1noble.20260615.173305
ros-jazzy-ros2lifecycle	0.32.10-1noble.20260615.154319
ros-jazzy-ros2multicast	0.32.10-1noble.20260615.173112
ros-jazzy-ros2node	0.32.10-1noble.20260615.154106
ros-jazzy-ros2param	0.32.10-1noble.20260615.154336
ros-jazzy-ros2pkg	0.32.10-1noble.20260615.173111
ros-jazzy-ros2plugin	5.4.5-1noble.20260615.173225
ros-jazzy-ros2run	0.32.10-1noble.20260615.173312
ros-jazzy-ros2service	0.32.10-1noble.20260615.154216
ros-jazzy-ros2topic	0.32.10-1noble.20260615.154120
ros-jazzy-rosbag2	0.26.11-1noble.20260616.084050
ros-jazzy-rosbag2-compression	0.26.11-1noble.20260616.074724
ros-jazzy-rosbag2-compression-zstd	0.26.11-1noble.20260616.082522
ros-jazzy-rosbag2-cpp	0.26.11-1noble.20260615.164124
ros-jazzy-rosbag2-interfaces	0.26.11-1noble.20260615.102817
ros-jazzy-rosbag2-py	0.26.11-1noble.20260616.083139
ros-jazzy-rosbag2-storage	0.26.11-1noble.20260615.163715
ros-jazzy-rosbag2-storage-default-plugins	0.26.11-1noble.20260616.082656
ros-jazzy-rosbag2-storage-mcap	0.26.11-1noble.20260616.074830
ros-jazzy-rosbag2-storage-sqlite3	0.26.11-1noble.20260615.180132
ros-jazzy-rosbag2-transport	0.26.11-1noble.20260616.082423
ros-jazzy-rosgraph-msgs	2.0.4-1noble.20260615.103338
ros-jazzy-rosidl-adapter	4.6.9-1noble.20260612.045507
ros-jazzy-rosidl-cli	4.6.9-1noble.20260612.045120
ros-jazzy-rosidl-cmake	4.6.9-1noble.20260612.050210
ros-jazzy-rosidl-core-generators	0.2.1-1noble.20260612.051702
ros-jazzy-rosidl-core-runtime	0.2.1-1noble.20260612.051559
ros-jazzy-rosidl-default-generators	1.6.1-1noble.20260612.064900
ros-jazzy-rosidl-default-runtime	1.6.1-1noble.20260615.090842
ros-jazzy-rosidl-dynamic-typesupport	0.1.2-3noble.20260612.045843
ros-jazzy-rosidl-dynamic-typesupport-fastrtps	0.1.0-3noble.20260612.050231
ros-jazzy-rosidl-generator-c	4.6.9-1noble.20260612.050418
ros-jazzy-rosidl-generator-cpp	4.6.9-1noble.20260612.050852
ros-jazzy-rosidl-generator-py	0.22.2-1noble.20260612.051058
ros-jazzy-rosidl-generator-rs	0.4.12-1noble.20260612.051117
ros-jazzy-rosidl-generator-type-description	4.6.9-1noble.20260612.050043
ros-jazzy-rosidl-parser	4.6.9-1noble.20260612.045810
ros-jazzy-rosidl-pycommon	4.6.9-1noble.20260612.045929
ros-jazzy-rosidl-runtime-c	4.6.9-1noble.20260612.045513
ros-jazzy-rosidl-runtime-cpp	4.6.9-1noble.20260612.045852
ros-jazzy-rosidl-runtime-py	0.13.2-1noble.20260612.050026
ros-jazzy-rosidl-typesupport-c	3.2.3-1noble.20260612.050857
ros-jazzy-rosidl-typesupport-cpp	3.2.3-1noble.20260612.051324
ros-jazzy-rosidl-typesupport-fastrtps-c	3.6.4-1noble.20260612.051449
ros-jazzy-rosidl-typesupport-fastrtps-cpp	3.6.4-1noble.20260612.051139
ros-jazzy-rosidl-typesupport-interface	4.6.9-1noble.20260612.045126
ros-jazzy-rosidl-typesupport-introspection-c	4.6.9-1noble.20260612.050623
ros-jazzy-rosidl-typesupport-introspection-cpp	4.6.9-1noble.20260612.051103
ros-jazzy-rosx-introspection	2.3.0-1noble.20260615.172632
ros-jazzy-rpyutils	0.4.2-1noble.20260225.142204
ros-jazzy-rqt-gui	1.6.4-1noble.20260615.145441
ros-jazzy-rqt-gui-cpp	1.6.4-1noble.20260615.163721
ros-jazzy-rqt-gui-py	1.6.4-1noble.20260615.173343
ros-jazzy-rqt-image-view	1.3.0-2noble.20260615.164234
ros-jazzy-rqt-plot	1.4.5-1noble.20260615.173938
ros-jazzy-rqt-py-common	1.6.4-1noble.20260615.145450
ros-jazzy-rqt-topic	1.7.5-1noble.20260615.174130
ros-jazzy-rsl	1.3.0-1noble.20260615.163749
ros-jazzy-rviz-assimp-vendor	14.1.22-1noble.20260608.072411
ros-jazzy-rviz-common	14.1.22-1noble.20260615.150842
ros-jazzy-rviz-default-plugins	14.1.22-1noble.20260615.153429
ros-jazzy-rviz-ogre-vendor	14.1.22-1noble.20260608.072426
ros-jazzy-rviz-rendering	14.1.22-1noble.20260608.080750
ros-jazzy-rviz2	14.1.22-1noble.20260615.174609
ros-jazzy-sdformat-urdf	1.0.2-1noble.20260604.105352
ros-jazzy-sdformat-vendor	0.0.11-1noble.20260604.104102
ros-jazzy-sensor-msgs	5.3.8-1noble.20260615.112429
ros-jazzy-sensor-msgs-py	5.3.8-1noble.20260615.124842
ros-jazzy-service-msgs	2.0.4-1noble.20260612.053052
ros-jazzy-shape-msgs	5.3.8-1noble.20260615.112455
ros-jazzy-simulation-interfaces	1.5.1-1noble.20260615.112513
ros-jazzy-slam-toolbox	2.8.5-1noble.20260615.161600
ros-jazzy-smclib	4.2.0-1noble.20260317.155007
ros-jazzy-spdlog-vendor	1.6.2-1noble.20260603.150612
ros-jazzy-sqlite3-vendor	0.26.11-1noble.20260603.150654
ros-jazzy-sros2	0.13.6-1noble.20260615.154151
ros-jazzy-sros2-cmake	0.13.6-1noble.20260615.173204
ros-jazzy-statistics-msgs	2.0.4-1noble.20260615.102920
ros-jazzy-std-msgs	5.3.8-1noble.20260615.102930
ros-jazzy-std-srvs	5.3.8-1noble.20260615.102935
ros-jazzy-stereo-msgs	5.3.8-1noble.20260615.113935
ros-jazzy-tango-icons-vendor	0.3.1-1noble.20260225.230515
ros-jazzy-tcb-span	1.3.1-1noble.20260506.015343
ros-jazzy-tf-transformations	1.1.1-1noble.20260225.142630
ros-jazzy-tf2	0.36.21-1noble.20260615.130312
ros-jazzy-tf2-bullet	0.36.21-1noble.20260615.151439
ros-jazzy-tf2-eigen	0.36.21-1noble.20260615.151510
ros-jazzy-tf2-eigen-kdl	0.36.21-1noble.20260615.131743
ros-jazzy-tf2-geometry-msgs	0.36.21-1noble.20260615.151523
ros-jazzy-tf2-kdl	0.36.21-1noble.20260615.151506
ros-jazzy-tf2-msgs	0.36.21-1noble.20260615.112712
ros-jazzy-tf2-py	0.36.21-1noble.20260615.143600
ros-jazzy-tf2-ros	0.36.21-1noble.20260615.145818
ros-jazzy-tf2-ros-py	0.36.21-1noble.20260615.143931
ros-jazzy-tf2-sensor-msgs	0.36.21-1noble.20260615.151025
ros-jazzy-tf2-tools	0.36.21-1noble.20260615.144219
ros-jazzy-theora-image-transport	4.0.7-1noble.20260615.145550
ros-jazzy-tinyxml2-vendor	0.9.2-1noble.20260225.230621
ros-jazzy-tl-expected	1.3.1-1noble.20260506.015343
ros-jazzy-tracetools	8.2.6-1noble.20260603.152223
ros-jazzy-trajectory-msgs	5.3.8-1noble.20260615.112856
ros-jazzy-turtlebot3	2.3.6-1noble.20260616.084313
ros-jazzy-turtlebot3-bringup	2.3.6-1noble.20260616.075057
ros-jazzy-turtlebot3-cartographer	2.3.6-1noble.20260616.075057
ros-jazzy-turtlebot3-description	2.3.6-1noble.20260604.104407
ros-jazzy-turtlebot3-example	2.3.6-1noble.20260615.143644
ros-jazzy-turtlebot3-fake-node	2.3.7-1noble.20260615.151431
ros-jazzy-turtlebot3-gazebo	2.3.7-1noble.20260615.175208
ros-jazzy-turtlebot3-msgs	2.4.0-1noble.20260615.112935
ros-jazzy-turtlebot3-navigation2	2.3.6-1noble.20260616.084149
ros-jazzy-turtlebot3-node	2.3.6-1noble.20260615.150543
ros-jazzy-turtlebot3-simulations	2.3.7-1noble.20260615.180421
ros-jazzy-turtlebot3-teleop	2.3.6-1noble.20260615.143655
ros-jazzy-type-description-interfaces	2.0.4-1noble.20260612.054739
ros-jazzy-uncrustify-vendor	3.0.1-1noble.20260225.230730
ros-jazzy-unique-identifier-msgs	2.5.1-1noble.20260612.052108
ros-jazzy-urdf	2.10.1-2noble.20260604.025729
ros-jazzy-urdf-parser-plugin	2.10.1-2noble.20260603.151118
ros-jazzy-urdfdom	4.0.2-1noble.20260603.151654
ros-jazzy-urdfdom-headers	1.1.3-1noble.20260603.150728
ros-jazzy-vision-msgs	4.1.1-3noble.20260615.113052
ros-jazzy-visualization-msgs	5.3.8-1noble.20260615.114026
ros-jazzy-xacro	2.1.1-1noble.20260519.011123
ros-jazzy-yaml-cpp-vendor	9.0.1-1noble.20260225.230938
ros-jazzy-zstd-image-transport	4.0.7-1noble.20260615.173013
ros-jazzy-zstd-vendor	0.26.11-1noble.20260603.150731
rpcsvc-proto	1.4.2-0ubuntu7
rsync	3.2.7-1ubuntu1.5
rsyslog	8.2312.0-3ubuntu9.2
ruby	1:3.2~ubuntu1
ruby-net-telnet	0.2.0-1
ruby-rubygems	3.4.20-1
ruby-sdbm	1.0.0-5build4
ruby-webrick	1.8.1-1ubuntu0.2
ruby-xmlrpc	0.3.2-2
ruby3.2	3.2.3-1ubuntu0.24.04.8
rubygems-integration	1.18
run-one	1.17-0ubuntu2
sbsigntool	0.9.4-3.1ubuntu7
screen	4.9.1-1ubuntu1
screen-resolution-extra	0.18.3ubuntu0.24.04.1
sdformat14-sdf	14.9.0-1~noble
secureboot-db	1.9build1
sed	4.9-2ubuntu0.24.04.1
sensible-utils	0.0.22
session-migration	0.3.9build1
sg3-utils	1.46-3ubuntu4
sg3-utils-udev	1.46-3ubuntu4
sgml-base	1.31
shared-mime-info	2.4-4
shellcheck	0.9.0-1
shiboken2	5.15.13-1
shim-signed	1.58+15.8-0ubuntu1
sip-dev	4.19.25+dfsg-5build3
smartmontools	7.4-2build1
snapd	2.76+ubuntu24.04.1
software-properties-common	0.99.49.4
sosreport	4.10.2-0ubuntu0~24.04.1
spirv-headers	1.6.1+1.4.309.0-1~ubuntu0.24.04.2
spirv-tools	2025.1~rc1-1~ubuntu0.24.04.2
sqlite3	3.45.1-1ubuntu2.7
squashfs-tools	1:4.6.1-1build1
ssh-import-id	5.11-0ubuntu2.24.04.1
strace	6.8-0ubuntu2
sudo	1.9.15p5-3ubuntu5.24.04.2
sysstat	12.6.1-2
systemd	255.4-1ubuntu8.16
systemd-dev	255.4-1ubuntu8.16
systemd-hwe-hwdb	255.1.7
systemd-resolved	255.4-1ubuntu8.16
systemd-sysv	255.4-1ubuntu8.16
systemd-timesyncd	255.4-1ubuntu8.16
sysvinit-utils	3.08-6ubuntu3
tailscale	1.98.9
tailscale-archive-keyring	1.35.181
tango-icon-theme	0.8.90-11
tar	1.35+dfsg-3ubuntu0.4
tcl	8.6.14build1
tcl-dev	8.6.14build1
tcl8.6	8.6.14+dfsg-1build1
tcl8.6-dev	8.6.14+dfsg-1build1
tcpdump	4.99.4-3ubuntu4.24.04.1
telnet	0.17+2.5-3ubuntu4.2
terser	5.19.2-1
thermald	2.5.6-2ubuntu0.24.04.5
thin-provisioning-tools	0.9.0-2ubuntu5.1
time	1.9-0.2build1
tk	8.6.14build1
tk-dev	8.6.14build1
tk8.6	8.6.14-1build1
tk8.6-blt2.5	2.5.3+dfsg-7build1
tk8.6-dev	8.6.14-1build1
tmux	3.4-1ubuntu0.1
tnftp	20230507-2build3
toilet	0.3-1.4build1
toilet-fonts	0.3-1.4build1
tpm-udev	0.6ubuntu1
trace-cmd	3.2-1ubuntu2
tree	2.1.1-2ubuntu3.24.04.2
tzdata	2026b-0ubuntu0.24.04.1
ubuntu-drivers-common	1:0.9.7.6ubuntu3.7
ubuntu-kernel-accessories	1.539.2
ubuntu-keyring	2023.11.28.1
ubuntu-minimal	1.539.2
ubuntu-mono	24.04-0ubuntu1
ubuntu-pro-client	37.2ubuntu~24.04.1
ubuntu-pro-client-l10n	37.2ubuntu~24.04.1
ubuntu-release-upgrader-core	1:24.04.28
ubuntu-server	1.539.2
ubuntu-server-minimal	1.539.2
ubuntu-standard	1.539.2
ucf	3.0043+nmu1
udev	255.4-1ubuntu8.16
udisks2	2.10.1-6ubuntu1.3
ufw	0.36.2-6
unattended-upgrades	2.9.1+nmu4ubuntu1
uncrustify	0.78.1+dfsg1-1
unicode-data	15.1.0-1
unixodbc-common	2.3.12-1ubuntu0.24.04.1
unixodbc-dev	2.3.12-1ubuntu0.24.04.1
unminimize	0.2.1
update-manager-core	1:24.04.12
update-notifier-common	3.192.68.2
upower	1.90.3-1
usb-modeswitch	2.6.1-3ubuntu3
usb-modeswitch-data	20191128-6
usb.ids	2024.03.18-1
usbmuxd	1.1.1-5~exp3ubuntu2.1
usbutils	1:017-3build1
util-linux	2.39.3-9ubuntu6.5
uuid-dev	2.39.3-9ubuntu6.5
uuid-runtime	2.39.3-9ubuntu6.5
vdpau-driver-all	1.5-2build1
vim	2:9.1.0016-1ubuntu7.18
vim-common	2:9.1.0016-1ubuntu7.18
vim-runtime	2:9.1.0016-1ubuntu7.18
vim-tiny	2:9.1.0016-1ubuntu7.18
vtk9	9.1.0+really9.1.0+dfsg2-7.1build3
vulkan-tools	1.3.275.0+dfsg1-1
w3m	0.5.3+git20230121-2ubuntu5
w3m-img	0.5.3+git20230121-2ubuntu5
wamerican	2020.12.07-2
webpack	5.76.1+dfsg1+~cs17.16.16-1
wget	1.21.4-1ubuntu4.4
whiptail	0.52.24-2ubuntu2
whois	5.5.22
wireless-regdb	2025.10.07-0ubuntu1~24.04.1
wpasupplicant	2:2.10-21ubuntu0.4
x11-common	1:7.7+23ubuntu3
x11-utils	7.7+6build2
x11-xkb-utils	7.7+8build2
x11-xserver-utils	7.7+10build2
x11proto-dev	2023.2-1
xauth	1:1.1.2-1build1
xcvt	0.1.2-1build1
xdg-user-dirs	0.18-1build1
xdg-utils	1.1.3-4.1ubuntu3
xfonts-base	1:1.0.5+nmu1
xfonts-encodings	1:1.0.5-0ubuntu2
xfonts-utils	1:7.7+6build3
xfsprogs	6.6.0-1ubuntu2.1
xkb-data	2.41-2ubuntu1.1
xml-core	0.19
xorg-sgml-doctools	1:1.11-1.1
xserver-common	2:21.1.12-1ubuntu1.6
xserver-xorg-core	2:21.1.12-1ubuntu1.6
xserver-xorg-video-nvidia-595	595.71.05-0ubuntu0.24.04.1
xtl-dev	0.7.5-3
xtrans-dev	1.4.0-1
xxd	2:9.1.0016-1ubuntu7.18
xz-utils	5.6.1+really5.4.5-1ubuntu0.3
yamllint	1.33.0-1
zerofree	1.1.1-1build5
zlib1g	1:1.3.dfsg-3.1ubuntu2.1
zlib1g-dev	1:1.3.dfsg-3.1ubuntu2.1
zstd	1.5.5+dfsg2-2build1.1
zutty	0.14.8.20231210+dfsg1-1
